msoa,brownfield area
E02006701,5.42
E02006703,1.93
E02006704,0.5
E02006705,0.27
E02006706,5.87
E02006707,0.32
E02006708,1.04
E02006709,2.023
E02006710,1.46
E02006711,0.85
E02006712,2.3
E02006713,0.23
E02006714,1.3
E02006716,3.29
E02006718,16.21
E02006719,2.4
E02006720,0.67
E02006721,2.93
E02006722,0.31
E02006723,0.77
E02006724,0.91
E02006725,1
E02006726,3.75
E02006727,1.44
E02006730,0.43
E02006735,0.58
E02006736,0.07
E02006737,0.67
E02006738,3.21
E02006739,1
E02006740,1.3597
E02006741,0.5
E02006742,1.0747
E02006743,13
E02006744,26.4333
E02006745,3.43
E02006749,0.54
E02006750,2.29
E02006751,0.74
E02006754,1.12
E02006755,0.57
E02006758,0.63
E02006759,1.3
E02006761,1.45
E02006763,3.8
E02006764,1.21
E02006766,0.33
E02006767,56.244
E02006768,0.799
E02006770,10.669
E02006771,0.986
E02006772,0.33
E02006773,3.09
E02006774,2.508
E02006775,3.656
E02006777,1.598
E02006778,3.5
E02006779,11.7636
E02006780,0.748
E02006781,0.8
E02006785,0.03
E02006788,1.7
E02006789,0.08
E02006790,2.55
E02006791,0.22
E02006792,0.52
E02006794,26.28
E02006795,0.11
E02006796,1.81
E02006798,7.57
E02006799,0.13
E02006800,1.99
E02006802,4.3527
E02006803,6.24
E02006804,1.42
E02006805,1.4079
E02006806,2.36
E02006807,0.34
E02006808,12.246
E02006809,0.68
E02006810,0.9
E02006811,0.62
E02006812,3.91
E02006813,0.393245
E02006816,0.1
E02006817,0.08
E02006818,0.09
E02006822,4.59
E02006823,0.87
E02006824,1.01
E02006825,2.202196
E02006826,0.78
E02006827,52.3
E02006828,2.43
E02006829,7.46
E02006830,3.16
E02006831,5.22
E02006832,3.23
E02006834,0.23
E02006835,17.41
E02006839,1.17
E02006840,3.61
E02006841,39.61
E02006842,0.19
E02006843,15.51
E02006844,3.69
E02006845,0.38
E02006846,25.28
E02006849,9.01
E02006850,2.87
E02006851,1.68
E02006852,17.17
E02006853,15.47
E02006854,8.41
E02006856,2.65
E02006857,0.6
E02006858,0.22
E02006859,1.11
E02006860,6.87
E02006861,5.08
E02006864,0.62
E02006865,6.1
E02006868,15.65
E02006869,17.17
E02006870,2.6
E02006871,1.18
E02006872,1.26
E02006874,1.7
E02006875,37.2
E02006876,16.76
E02006877,368.3
E02006878,974.2
E02006881,3.2
E02006882,1.52
E02006883,2.067
E02006884,6.37
E02006885,9.871598
E02006886,4.94
E02006887,25.95
E02006888,0.35
E02006889,0.27
E02006890,4.02
E02006891,4.16
E02006892,4.24
E02006893,2.09
E02006894,31.118078
E02006895,12.39
E02006896,51.94
E02006897,9.84
E02006898,26.14
E02006899,16.41
E02006900,1.84
E02006901,4.6
E02006902,62.975708
E02006904,17.36
E02006905,4.03
E02006907,88.88661
E02006908,4.49
E02006909,3.74
E02006910,18.71
E02006912,33.457841
E02006913,11.671443
E02006914,8.289967
E02006915,9.15
E02006916,6.365349
E02006917,23.260001
E02006919,1.65
E02006920,5.02
E02006922,0.736
E02006924,1.33
E02006925,2.03
E02006927,18.71
E02006928,1.28
E02006929,65.64
E02006930,6.41
E02006932,5.790621
E02006933,6.071187
E02006934,24.764368
W02000102,1.5353
W02000366,0.35
